Song.name,Artist.name,Song_popularity,Artist_popularity,Duration,Bars_confidence,Bars_start,Beats_confidence,Beats_start,End_of_fade_in,Familiarity,Key,Key_confidence,Loudness,Mode,Mode_confidence,Start_of_fade_out,Tatums_confidence,Tatums_start,Tempo,Terms_freq,Time_signature,Time_signature_confidence,Genre
How Y' All Doin',Kyle Eastwood,0.419674,0.53622,207.56853,0.361,1.78775,0.204,0.06877,0.062,0.767769,1,1,-6.336,1,0.604,201.3,0.274,0.06877,138.385,0.99864,5,0.25,rock
Samba de Paris,Kyle Eastwood,0.342908,0.553169,153.67791,0.069,0.94872,0.875,0.18307,0.113,0.784144,2,0.46,-63.933358,-4.188,1,0.502,150.285,0.476,0.18307,159.723,0.949725,4,punk
Doesn't Get Much Better,Kyle Riabko,0.40032,0.393369,396.87791,0.088,0.83168,0,0.35819,7.883,0.648692,9,0.781,-7.83,1,0.406,388.389,0.262,0.1232,127.902,0.968747,4,0.034,blues
Obsidian Sunrise,Kzss & Atma,0.334707,0.426893,245.81179,0.379,0.39573,0.908,0.39573,0,0.598727,8,0.626,-98.38983,-7.92,1,0.794,237.401,0.753,0.19933,151.528,1,4,country
Rockberry Jam,L.a. Dream Team,0.40032,0.481369,176.66567,0.12,0.24171,0.815,0.24171,0.084,0.552417,5,0.512,-118.39981,-13.414,1,0.293,165.727,0.455,0.24171,124.893,1,4,blues
Bitch Is Back,L.A. Guns,0.21508,0.249112,186.09587,0.072,0.31371,0.643,0.31371,0.566,0.292268,7,0.683,-12.881,1,0.624,179.09,0.658,0.31371,88.457,1,7,1,folk
Magdalaine,L.A. Guns,0.342908,0.379961,160.26077,1,0.49284,1,0.49284,0.427,0.498835,2,0.557,-96.63166,-12.009,1,0.544,151.65,0.9,0.13597,88.301,1,1,country
Some Lie For Love,L.A. Guns,0.342908,0.515325,174.88934,0.732,4.50368,0.003,0.42282,0,0.858271,2,0.626,-73.9454,-5.797,1,0.335,163.161,0.517,0.0498,101.883,0.999846,4,hip-hop
Wanted Dead Or Alive,L.A. Guns,0.40032,0.276395,216.47628,0.026,0.62487,0.237,0.23542,0,0.39989,1,0.929,-7.622,1,0.774,212.939,0.665,0.23542,154.356,1,4,0.383,rock
Mui Mal_ Animal,L.A.V.I,0.342908,0.400832,263.96689,0.197,0.50716,0.082,0.11075,0,0.5403,6,0.464,-4.763,1,0.54,259.466,0,0.11075,151.508,0.995267,4,0.567,rock
Baggage,L7,0.40032,0.408647,273.24036,0,30.81533,0.329,1.2612,0,0.573843,4,0.283,-83.04792,-9.224,1,0.556,268.353,0.127,0.71355,47.761,0.903016,4,classical
This Ain't Pleasure,L7,0.342908,0.405597,89.62567,0.631,0.3091,0.631,0.3091,3.698,0.085081,1,1,-17.51,1,0.944,89.626,0.124,0.3091,150.655,1,1,0.806,pop
Ayer,La 5A Estacion,0.342908,0.277754,106.16118,0.451,0.07327,0,0.07327,0.703,0.338383,10,0.384,-16.657,1,0.307,96.839,0.313,0.07327,120.317,1,4,0,blues
Contigo Si,La 5A Estacion,0.460485,0.355668,277.39383,0.375,0.71551,0.795,0.38484,3.408,0.50938,10,0.031,-10.87,0,0.245,271.134,0.157,0.21909,179.987,1,4,0,blues
Para Que Recordar,La Billo_ Los MelA3dicos,0.342908,0.23346,269.40036,0.013,0.26379,0.904,0.26379,0.235,0.458055,0,0.37,-7.467,1,0.364,262.943,1,0.0821,163.97,0.982156,4,0.803,blues
Los Pintores,La Charanga Rubalcaba,0.40032,0.376514,126.58893,0,0.73458,1,0.73458,0.131,0.555765,2,0.504,-71.28109,-9.568,0,0.528,122.868,1,0.36004,82.752,1,4,pop
Instrumental Traditional,La Divina Pastora,0.40032,0.405235,262.79138,0.271,0.89748,0.95,0.18748,0.171,0.626803,5,0.161,-5.549,0,0.423,250.032,0.939,0.18748,172.909,0.976655,4,0.785,blues
Melodia Simple,La Mancha De Rolando,0.342908,0.335138,219.92444,0.102,0.54523,0.958,0.54523,0.205,0.382547,1,0.283,-7.104,0,0.513,214.158,0.85,0.26041,105.994,1,4,0.606,classical
10000 Km,La Portuaria,0.445455,0.345174,424.51546,0.319,0.36156,0.744,0.36156,0.16,0.534392,9,0.332,-82.38859,-12.205,1,0.305,410.633,0.665,0.19123,187.406,1,4,blues
Alguna Vez,La Portuaria,0.265861,0.39757,357.85098,0.287,0.99546,0.796,0.04811,0,0.66456,7,0.002,13.37698,-8.525,1,0.332,342.703,0.957,0.04811,125.995,0.98372,5,pop
Down On The Corner,La Portuaria,0.342908,0.391585,214.5171,0.005,0.90726,0.53,0.45555,0,0.502453,5,0.473,-63.933358,-13.379,1,0.605,209.966,0.199,0.22348,130.275,1,4,classical
Explorador,La Portuaria,0.342908,0.080167,264.48934,0.097,1.35576,0.438,0.05486,0,0.351182,2,0.027,-9.224,1,0.461,252.36,1,0.05486,90.007,1,4,0.437,hip-hop
Hasta El Final,La Portuaria,0.342908,0.372548,215.77098,0.112,0.73725,0,0.33741,2.334,0.434901,1,0.115,-7.773,0,0.304,207.232,0.372,0.13643,130.04,0.876036,4,0.985,bass
Marcando El Ritmo Al Caminar,La Portuaria,0.253835,0.535891,318.79791,0.167,1.26778,0.485,0.30798,0,0.872326,9,0.007,-13.135,1,0.115,310.886,0.495,0.06297,125.827,0.999777,7,0.313,rap
Palabras De Amor(En Vivo),La Portuaria,0.342908,0.516964,297.22077,0.655,0.17923,0.655,0.17923,0,0.66802,10,0.239,-63.933358,-15.149,1,0.256,290.633,0.436,0.17923,75.114,1,1,bass
Silver Bells,Lacy J. Dalton,0.484563,0.415115,263.18322,0.219,1.7789,0.728,0.48226,0,0.630872,9,0.66,-6.933,1,0.481,250.729,0.274,0.1579,92.028,1,4,1,rap
Poker Face,Lady GaGa,0.41374,0.529196,207.98649,0.099,0.8392,0.266,0.33722,0.142,0.703691,9,0.449,37.157357,-63.933358,-7.46,1,0.453,192.784,0.062,0.08686,119.066,0.94937,country
The Boss,Lady May,0.226895,0.247613,390.32118,0.116,0.54071,1,0.17121,0.318,0.37389,4,0.2,-11.695,1,0.295,378.758,1,0.17121,166.579,0.937046,4,0.678,rock
Bare As You Dare,Lady Saw,0.342908,0.252081,33.67138,0.299,1.8139,0.657,0.85595,0.078,0.311753,4,0,-14.431,1,0,33.671,0.762,0.12234,61.618,1,4,0.731,classical
Freak Break,Lady Saw,0.40032,0.443709,259.91791,0.678,1.61085,0.757,0.31512,0.891,0.634227,9,0.563,-98.38983,-14.135,1,0.455,249.777,0.477,0.31512,91.289,0.919202,4,blues
Get A Straw,Lady Saw,0.342908,0.507625,312.842,0.251,0.2743,0.717,0.2743,0,0.657567,1,0.479,-63.933358,-5.968,0,0.603,301.97,0.987,0.04524,130.35,0.940802,4,rock
Love & Understanding,Lady Saw,0.601403,0.428981,168.95955,0.084,0.08206,1,0.08206,0.074,0.632856,1,0.683,-63.933358,-4.017,1,0.651,163.614,0.72,0.08206,151.844,0.94612,4,rock
To Sir With Love,Lady Saw,0.594854,0.524449,243.9571,0.858,0.9439,0.858,0.9439,0.419,0.023504,0,0.773,-63.933358,-6.13,1,0.534,230.87,0.554,0.05316,59.496,0.999881,1,pop
Snapshot,Ladybug,0.21508,0.24391,178.96444,0.044,0.40993,0.729,0.07864,0.061,0.634846,9,0.04,-6.633,0,0.343,168.548,0.426,0.07864,180.126,1,4,0.659,hip-hop
Maybe I'm Crazy (Single original version_ 2008 Digital Remaster),Laid Back,0.28656,0.39049,266.78812,0.068,0.57915,0.874,0.24484,0.206,0.604479,10,0.055,-6.858,0,0.199,262.229,0.535,0.0781,180.02,0.876084,4,0.856,bass
Hey!,Laidback Luke & Diplo,0.342908,0.405597,160.60036,0.016,2.31995,0.468,0.39957,0.09,0.233788,7,0.92,-11.536,1,0.809,160.6,1,0.15619,125.45,1,5,0.498,folk
Hey!,Laidback Luke & Diplo,0.40032,0.371303,153.67791,0.453,0.65851,0.453,0.65851,0.409,0.551565,10,0.719,-91.25276,-14.234,1,0.652,146.042,0.219,0.23992,93.77,0.950365,1,blues
Hold On Tight,Lambda,0.342908,0.35117,216.78975,0.037,1.4711,1,0.23714,0.2,0.447725,2,0,-4.931,1,0,208.475,0.778,0.08252,97.986,1,4,0.203,pop
Cable,Languis,0.377532,0.328998,555.54567,0.016,1.30839,0.592,0.57635,2.026,0.45981,3,0,-83.04792,-11.96,1,0.171,545.582,0.097,0.57635,163.085,1,4,blues
CafA(c) Sarajevo,Lara,0.375984,0.331864,150.20363,0.219,3.1226,0.345,2.53131,2.426,0.544835,0,0.826,-88.59583,-11.927,1,0.672,144.126,0.375,2.23332,101.485,0.942583,3,rock
Damit Du Dich in mich verliebst,Lara,0.270776,0.561831,240.03873,0.083,1.00249,1,0.18237,0.131,0.694803,11,0.344,-1.53179,-7.664,0,0.345,221.965,1,0.18237,147.421,1,4,rock
La Pieuvre,Lara,0.701519,0.576904,193.43628,0.423,1.05884,0.442,0.15457,0,0.833968,9,0.573,-9.959,1,0.489,193.436,0.55,0.15457,134.221,0.936098,4,0,rap
Nur eine Nacht mit Dir,Lara,0.334707,0.351211,211.90485,0.018,1.1651,0,0.21793,2.223,0.505644,0,0.895,-7.963,1,0.52,201.747,0.156,0.21793,124.043,0.934236,4,1,bass
Amor De Lejos,Lara & Reyes,0.788388,0.539245,216.842,0.016,1.04773,0.379,0.39241,0,0.737038,10,0.325,-4.264,1,0.286,213.02,0.767,0.06784,92.897,1,4,0.879,rock
Away In A Manger,Lara & Reyes,0.291625,0.374558,279.7971,0.393,0.56033,0.746,0.56033,0.24,0.467054,6,0.31,-90.645,-8.681,0,0.468,264.934,0.122,0.33622,141.992,0.917967,3,blues
The tears I cried,Lara & The Gumbo Lickers,0.255497,0.463772,239.20281,0.277,1.00649,0.758,0.04952,0.496,0.566014,7,0,-81.72239,-8.139,1,0.108,228.728,0.787,0.04952,126.533,1,4,rock
L'Amour Existe Encore,Lara Fabian,0.654735,0.429098,125.46567,0.083,0.55336,0.378,0.55336,0,0.636437,1,0,-5.059,1,0,119.983,0.294,0.27088,110.972,1,4,0,rock
"RamA""ne Moi",Lara Fabian,0.467575,0.521727,151.92771,0.529,0.45906,0.529,0.45906,0,0.774037,0,0.8,-4.468,1,0.728,146.019,0.798,0.26256,149.767,1,1,0,punk
Surrender To Me,Lara Fabian,0.40032,0.332568,264.51546,0.494,0.24324,0.494,0.24324,0,0.511712,5,0.588,-63.933358,-7.401,1,0.394,249.736,0.162,0.24324,103.936,0.941635,1,pop
TLFM (Toutes Les Femmes En Moi),Lara Fabian,0.342908,0.496381,276.6624,0.014,0.74369,0.886,0.74369,0.409,0.664924,9,0.704,-63.933358,-12.086,1,0.712,266.269,1,0.48832,118.427,1,4,pop
The One Who Lives Inside Your Heart,Lari White,0.476435,0.487596,215.562,0.068,0.80242,0,0.31853,2.653,0.70057,5,0.936,-63.933358,-8.669,1,0.707,208.08,0.268,0.07535,121.6,1,4,rock
Das Geheimrezept,Larissa,0.40032,0.379437,159.03302,0.097,0.47606,0.803,0.05935,0.318,0.635757,9,0.703,-63.933358,-9.668,1,0.653,150.065,0.803,0.05935,165.668,1,3,country
Up All Night - Remix,Laron aka Swan featuring Alexander East,0.340923,0.228429,95.73832,0.738,3.82879,0.776,0.46017,0,0.310777,0,0.171,-14.218,1,0.203,95.738,0.236,0.18653,78.139,1,4,0.733,pop
Turn It Out,Larry Graham & Graham Central Station,0.342908,0.311438,273.68444,0.012,0.75638,0.666,0.29291,0.34,0.323009,5,0.215,-7.926,0,0.34,265.259,0,0.06118,142.523,1,4,0.252,classical
Bass Pro Shop & Wal-Mart,Larry The Cable Guy,0.324059,0.37218,35.97016,0.758,0.67114,0.758,0.67114,0.374,0.495067,8,0.084,-20.026,0,0.247,33.576,0.526,0.41823,106.269,1,1,0.732,blues
Just in time,Larytta,0.342908,0.360932,198.89587,0.006,1.57615,0.705,0.48564,0.422,0.619397,4,0.504,-26.455,0,0.628,187.699,0.985,0.48564,64.988,1,3,0.91,blues
Doble Bombo,Las Ketchup,0.265861,0.319651,265.58649,0.871,1.31041,0.939,0.66602,0,0.419313,4,0.662,-8.723,1,0.431,261.149,0.867,0.34591,93.001,1,4,0.601,blues
Tengo Un Novio TA!ntriko,Las Ketchup,0.40032,0.383678,227.5522,0.076,2.39013,0.265,0.5303,0.125,0.513468,1,0.769,-74.00712,-5.355,1,0.615,227.552,1,0.1577,64.734,0.878187,7,folk
Castillos Y SueA+-os,Las NiA+-as,0.559365,0.447386,225.82812,0.361,0.87362,0,0.41318,1.303,0.744844,7,0.228,151.20695,-3.951,1,0.554,222.203,0.67,0.18238,130.053,0.862639,4,rock
Cuento De La Buena Pipa,Las NiA+-as,0.542899,0.52049,136.95955,0.569,1.28389,0.686,0.66064,0,0.730246,10,0.066,-4.178,0,0.335,136.96,0.309,0.34752,95.285,1,4,0.472,hip-hop
OjAo!!! (Nettlephonic Remix),Las NiA+-as,0.40032,0.327422,243.25179,0.234,0.42665,1,0.04454,0.189,0.577533,5,0.566,-6.585,0,0.639,220.996,0.818,0.04454,155.757,0.844145,3,1,blues
Luv In the First,Latif,0.342908,0.035308,110.88934,0.325,0.90826,0.67,0.30472,0.136,0.305466,0,0.293,-14.088,0,0.372,105.599,0.663,0.30472,100.296,1,4,1,classical
Sicilienne (by Francis Poulenc),Laura Leon,0.743944,0.398909,215.43138,0.002,0.63193,0.828,0.25324,0.195,0.595167,2,0.661,-122.32944,-12.067,1,0.417,212.927,0.4,0.25324,157.532,1,4,punk
Variations On a Theme of Haendel_ Op.24: 17,Laura Mikkola,0.40032,0.346136,262.3473,0.009,1.7498,1,0.41339,0.287,0.553284,11,0.062,-63.933358,-7.673,0,0.331,234.725,1,0.07846,89.912,0.885357,4,punk
Social Note,Lauren Wagner & Fred Weldy,0.342908,0.350214,236.5122,0.056,1.0652,0.842,0.22036,0.194,0.381482,3,0.656,-6.564,1,0.612,222.192,0.768,0.22036,141.982,1,4,0.331,country
But You Are,Lauren Wood,0.528782,0.533085,255.73832,0.062,1.04917,1,0.2137,0.38,0.859873,5,0.672,-6.137,0,0.621,234.887,0.622,0.2137,143.881,0.984703,4,0.246,rock
Time Zone (Album Version),Lauren Wood,0.342908,0.400624,277.7073,0.16,0.39747,0.35,0.39747,0.154,0.558602,7,0.638,-8.498,0,0.49,270.408,0.264,0.10166,100.095,0.888811,4,1,folk
ABCD Medley,Laurie Berkner,0.342908,0.427015,138.10893,0.013,1.05613,0.368,0.61626,0,0.477963,9,1,-7.753,1,0.748,133.027,0.588,0.39594,135.121,0.810482,4,0,blues
Ice Cream Cone,Laurie Berkner,0.342908,0.347098,190.69342,0.441,0.37997,0.441,0.37997,0.345,0.522008,11,0.281,13.1876,-14.636,1,0.475,182.462,0.36,0.07415,132.261,0.868604,1,rock
I've Been Working on the Railroad,Laurie Berkner,0.704504,0.526183,312.55465,0.005,2.16512,0.887,1.70365,2.003,0.736677,11,0.166,-118.24532,-6.61,1,0.527,302.364,0.657,1.70365,130.345,1,4,punk
The Cat Came Back,Laurie Berkner,0.561429,0.475393,219.08853,0.015,0.22253,0.855,0.22253,0.38,0.798159,4,0.901,-63.933358,-13.943,1,0.824,208.347,0.746,0.22253,131.634,0.99684,4,country
The Cookie Bakers of the Night,Laurie Berkner,0.26369,0.380565,175.98649,0.189,1.11016,0.845,0.51954,0.473,0.486048,10,0,-11.91,1,0.219,169.268,0.613,0.222,101.485,0.999549,3,1,bass
Zodiac,Laurie Berkner,0.40032,0.387635,184.86812,0.039,0.292,1,0.292,0.508,0.545435,4,0.743,-13.751,1,0.7,178.411,0.712,0.04228,120.026,0.985679,4,0.241,blues
Mozart In Samba Motion,Laurindo Almeida,0.544856,0.661383,281.65179,0.299,0.79808,0.982,0.25118,0,0.825805,1,0.804,-63.933358,-6.89,1,0.637,273.386,0.394,0.25118,105.826,0.973244,4,punk
Pega Joso,Laurindo Almeida,0.342908,0.453732,265.84771,0.096,0.79788,0.296,0.79788,0,0.692923,9,0.691,-63.933358,-9.532,1,0.642,258.072,0.5,0.605,155.996,1,4,bass
Ernesto Nazareth,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,0.21508,0.484877,235.36281,0.266,0.96964,0.964,0.31703,0.456,0.683206,9,0.156,-12.767,1,0.254,229.396,0.263,0.15203,91.859,0.907279,4,1,blues
Tanguero,Laurindo Almeida / Charlie Byrd,0.405116,0.36305,203.93751,0.729,0.81049,0.564,0.29262,0,0.51026,2,0.751,-19.454,1,0.881,197.985,0.329,0.03431,98.442,1,4,0.672,classical
The Preacher & the Funeral,LaWanda Page,0.499446,0.446733,177.18812,0.076,1.30757,0.817,0.20593,0.136,0.685503,9,0.545,-96.92803,-8.446,1,0.439,166.145,0.546,0.20593,165.597,0.975207,5,rock
Ronde Lune,Le Vangle,0.342908,0.479408,269.26975,0.023,0.85641,0.277,0.44094,3.889,0.694022,9,0.052,-11.751,0,0.142,262.798,0.495,0.23321,144.603,1,4,0,rock
Buenos Aires (De Tus Amores),LeA3n Gieco,0.342908,0.405597,248.29342,0.518,0.3711,0.759,0.3711,0.322,0.368436,2,0,-88.05324,-6.941,0,0.297,240.657,0.647,0.12027,120.211,1,4,rock
La MamA! De Jimmy,LeA3n Gieco,0.342908,0.538491,261.27628,0.025,1.00352,0.961,0.08028,0.35,0.75048,1,0,-13.817,0,0.261,247.652,0.253,0.08028,129.393,1,4,0,blues
Ruta Del Coya,LeA3n Gieco,0.342908,0.495307,225.67138,0.149,1.06658,0,0.4159,5.526,0.786921,2,0.261,-87.63241,-15.314,1,0.311,215.696,0.142,0.08702,94.672,0.94894,4,blues
The End Is Near (LP Version),Leaders Of The New School,0.424091,0.347548,186.67057,0.136,2.13183,0.355,0.75246,0.363,0.549283,9,0.136,-43.19508,-21.091,0,0.238,180.117,0.322,0.33719,86.71,1,4,folk
Zearocks (LP Version),Leaders Of The New School,0.4259,0.384799,214.96118,0.365,0.57127,0.423,0.22323,0,0.582461,9,0.624,-88.95535,-10.736,1,0.44,203.198,0,0.22323,170.897,0.975476,4,blues
Pack Your Bags (Jake Benson Club Mix),Leana,0.405116,0.382843,312.58077,0.294,1.84749,0.594,0.89933,3.28,0.537161,4,0.293,-11.803,1,0.379,308.216,0.105,0.67355,127.803,0.984629,4,0,rock
Pack Your Bags (Remix by Ralphi Rosario),Leana,0.813305,0.605191,249.93914,0.134,0.5598,0.686,0.21246,0,0.775086,1,0.857,-7.033,1,0.583,245.005,0.795,0.03792,171.918,1,4,1,hip-hop
Everybody's Someone (Gateway Mix),Leann Rimes & Brian McFadden,0.618911,0.63341,432.90077,0.566,0.06164,0.566,0.06164,0,0.81232,11,0.717,-9.173,0,0.527,419.503,1,0.06164,85.351,1,1,1,bass
Immigrant Song (Album Version),Led Zeppelin,0.614577,0.484877,221.33506,0.002,1.13053,0.953,0.45523,0.444,0.683206,9,0,-9.472,1,0,213.293,0.793,0.11983,91.833,0.907279,4,1,blues
Poor Tom (Album Version),Led Zeppelin,0.229144,0.340276,257.93261,0.017,1.19201,0.811,0.7482,0.537,0.471213,9,0.542,-14.374,1,0.607,247.391,0.366,0.5263,135.929,0.987278,4,0.587,classical
The Song Remains The Same (2007 Remastered Album Version),Led Zeppelin,0.727506,0.467552,181.62893,0.025,0.89565,0.815,0.26413,0,0.694098,5,0.002,-63.933358,-14.808,1,0.061,181.629,0.56,0.26413,96.22,1,4,hip-hop
Fell In Love Today,Lee Michaels,0.342908,0.298448,285.70077,0.012,0.65667,0.369,0.15748,0.113,0.577773,4,1,-8.712,1,0.685,285.701,1,0.15748,122.004,0.801007,4,0.738,pop
Hold On To Freedom,Lee Michaels,0.685398,0.429273,183.53587,0.005,0.75563,0.883,0.18885,0.171,0.663955,10,0.427,-5.953,0,0.237,178.759,0.915,0.18885,127.493,0.947433,4,1,blues
My Lady,Lee Michaels,0.342908,0.396856,228.93669,0.572,1.06091,0.601,0.50472,0.338,0.653938,11,0.172,-8.686,0,0.369,219.574,0.275,0.22871,107.961,1,4,1,country
Can You Feel It?,Lee Ritenour,0.342908,0.373621,392.9073,0.01,1.02716,1,0.06196,0.142,0.631631,10,0.86,-7.501,0,0.716,387.094,0.438,0.06196,124.063,1,4,0.548,bass
Captain Fingers,Lee Ritenour,0.342908,0.514513,196.04853,0.264,0.14036,0.938,0.14036,0.224,0.709968,8,0.764,-63.933358,-12.182,1,0.563,188.958,0.121,0.14036,72.117,0.948416,3,bass
Good Question  (LP Version),Lee Ritenour,0.342908,0.377433,281.15546,0.152,1.17137,1,0.12874,0.183,0.504224,7,0.23,-92.08238,-4.231,1,0.389,277.525,0.274,0.12874,116.517,1,4,blues
Is It You?,Lee Ritenour,0.342908,0.407373,938.00444,0.054,1.09557,0.38,1.09557,0,0.550303,5,0.674,-7.227,1,0.478,898.897,0.265,0.68938,102.606,0.926651,5,0.981,hip-hop
Keep It Alive,Lee Ritenour,0.342908,0.466224,231.10485,0.546,0.23581,0.546,0.23581,0.532,0.71138,0,0.622,-76.6096,-14.383,0,0.676,222.679,0.751,0.06429,176.122,1,1,classical
A Little Bit Of This And A Little Bit Of That,Lee Ritenour / Jeff Mironov,0.334707,0.310754,305.89342,0,0.59293,0,0.59293,0,0.628887,5,0.283,-90.04892,-4.053,1,0.369,302.817,0.608,0.34978,124.872,0.964111,1,rock
House Of Sin,Leeroy Stagger,0.709699,0.579442,353.77587,0.272,1.26229,0.129,0.27745,0,0.89928,9,0.684,-8.744,1,0.611,349.797,0.216,0.27745,107.922,0.999949,4,0.492,blues
Out Of My Darkness,Legacy Five,0.342908,0.377593,265.06404,0.057,0.2695,0.867,0.2695,0,0.713275,11,0.701,-73.96644,-8.6,1,0.41,249.87,1,0.06649,146.775,0.891101,4,classical
The Blood Covers It All (Live),Legacy Five,0.342908,0.318025,212.63628,1,0.23085,1,0.23085,0.161,0.603576,7,0.742,-7.031,1,0.705,204.115,0.92,0.23085,154.164,1,1,0,folk
Wy Wouldn't I,Legacy Five,0.342908,0.341977,188.52526,0.015,1.26672,0.339,0.20165,0,0.487694,6,0.488,-11.786,1,0.569,188.525,0,0.20165,112.081,1,4,1,pop
Dubbaq,Legion Of Green Men,0.342908,0.313501,165.25016,0.01,0.78221,0.977,0.27791,0.479,0.538085,11,0.137,-63.933358,-12.325,1,0.443,161.321,0.641,0.27791,121.375,0.990476,4,blues
Tuggathanug,Legion Of Green Men,0.40032,0.405597,191.42485,0.849,0.41839,0.849,0.41839,0.292,0.019631,0,0.7,-18.283,1,0.626,184.715,0.422,0.41839,113.01,1,1,0,pop
Have It Your Way,Leigh Jones,0.342908,0.405597,239.01995,0.058,0.72037,0.785,0.31938,0.073,0.407448,7,0.642,-8.25,1,0.566,224.241,0.869,0.11889,149.259,1,4,0.606,classical
Same Game,Leigh Jones,0.491311,0.336142,200.88118,0.178,0.65853,0.747,0.23675,0.177,0.545803,0,0.626,-4.594,1,0.275,193.138,0.247,0.23675,137.923,0.983019,4,0.04,pop
Medley LeA-la Chico,Leila Chicot,0.248618,0.349488,249.80853,0.158,0.91302,0.516,0.41119,0,0.504566,5,0.9,-118.24532,-15.069,1,0.767,244.669,0.082,0.41119,123.474,1,3,blues
SincA(c)ritA(c) (feat. Ludo),Leila Chicot,0.605855,0.397648,199.31383,0.025,0.74288,1,0.34862,0,0.368308,1,0.222,-3.246,1,0.275,196.4,0.712,0.15199,116.04,0.999977,4,0.899,bass
Tout bizwen (feat. Milca_ Synn'Tya_ Shaolin),Leila Chicot,0.593935,0.3602,329.01179,0.421,1.49383,0.038,1.49383,20.016,0.553637,8,0.05,13.37698,-22.184,0,0.251,322.577,0.051,1.21054,107.709,1,4,pop
Stone Cold Fingers (Bonus Track),Leland Martin,0.21508,0.427914,326.42567,0.152,2.10178,0,0.85611,0,0.669726,5,0.485,-46.65466,-24.83,1,0.467,304.303,0.301,0.85611,95.111,1,3,blues
Dirty Old Man,Len Barry,0.57302,0.670106,219.84608,0.027,1.18682,1,0.17024,0.136,0.643545,7,0.693,-63.933358,-5.271,1,0.654,208.776,1,0.17024,118.077,1,3,country
Ulan Bator Girls,Leningrad Cowboys,0.40032,0.4639,327.78404,0.011,0.62921,1,0.13253,0.363,0.71881,6,0.073,-10.232,1,0.41,324.441,1,0.13253,121.102,0.923736,4,1,rap
The Door,Lenn Hammond,0.319566,0.258106,204.56444,0.523,0.37272,0.523,0.37272,0.397,0.337362,0,0.907,-71.41199,-14.554,1,0.696,196.325,0,0.16765,116.318,1,1,blues
317 East 32nd,Lennie Tristano,0.342908,0.360425,418.53342,0.009,1.35365,0.256,0.20393,0,0.508125,10,0.752,-7.616,0,0.642,394.797,0.401,0.06154,105.75,1,4,0.352,folk
Becoming (LP Version),Lennie Tristano,0.425304,0.372392,109.13914,0.291,0.93622,0.458,0.26432,0.061,0.495739,6,0.176,-63.933358,-6.211,0,0.223,105.709,0.447,0.09655,183.437,1,4,hip-hop
It's Personal,Lennie Tristano,0.434348,0.144685,223.45098,0.078,0.74682,1,0.34725,0.504,0.632008,9,0.703,-63.933358,-10.982,1,0.656,207.819,0.923,0.34725,148.879,1,4,pop
Con un poquitito de suerte,Leo Dan,0.427447,0.45966,258.16771,0.07,0.30571,0,0.30571,0,0.612543,11,0.242,-5.193,1,0.438,249.406,0.38,0.30571,117.936,0.993535,4,1,blues
Bari Bossa,Leo Gandelman,0.334707,0.293764,273.34485,0.481,0.38659,0.481,0.38659,0.322,0.531728,0,0.685,-1.14392,-11.108,1,0.785,266.971,0.455,0.1264,84.054,0.955782,1,blues
Saxambando,Leo Gandelman,0.40032,0.471493,108.93016,0.016,0.24292,0.702,0.24292,0,0.765141,11,0.064,-63.933358,-5.356,0,0.369,108.93,0.662,0.04033,148.712,1,4,blues
Ai De Jie Shi,Leo Ku,0.342908,0.225861,180.13995,0.007,0.72649,0.915,0.35207,0,0.434063,11,0.261,-14.365,1,0.395,180.14,1,0.16533,160.006,0.930864,4,0,pop
Shi Shang Zui Qiang Man Hua Wang Da Luan Dou,Leo Ku,0.342908,0.277562,385.33179,0.148,1.59705,0,0.49298,3.048,0.483339,8,0.822,-8.37,0,0.503,382.647,0.168,0.07835,108.061,0.961491,4,1,bass
Tian Cai Yu Bai Chi Zhi Tian Cai Bai Chi Meng,Leo Ku,0.40032,0.42615,289.95873,0.01,1.27435,0.616,0.65507,0.315,0.598101,10,0.466,-14.544,0,0.464,270.315,0.34,0.34659,97.03,0.944056,4,0.991,hip-hop
Xiao Shuo Xiang,Leo Ku,0.342908,0.40045,130.29832,0.013,0.94023,0.898,0.37527,0,0.535712,2,0.137,-86.77836,-7.157,1,0.565,120.332,0.201,0.37527,103.014,1,4,classical
Waltzing Matilda,Leon Berry,0.40032,0.354354,244.71465,0.006,0.78152,1,0.78152,0.322,0.572622,7,0.678,-6.155,1,0.679,235.09,1,0.40402,79.252,0.982152,4,0.185,blues
Ji Yi De Hua Yuan,Leon Lai,0.342908,0.400211,167.26159,0.061,0.69175,0.544,0.33572,0,0.623697,0,0.192,-9.698,1,0.26,158.563,0.284,0.15857,175.048,0.981714,4,0.868,pop
Mei Tian Ai Ni Duo Yi Xie,Leon Lai,0.40032,0.312753,217.91302,0.103,0.9107,0.761,0.20537,0.148,0.43816,2,0.69,-5.746,1,0.521,217.913,1,0.20537,85.039,1,4,1,rock
Mei Zi,Leon Lai,0.40032,0.355155,178.72934,0.132,3.19611,0.797,0.13689,0.096,0.596172,7,0.469,-5.132,1,0.346,178.729,0.738,0.13689,80.891,1,7,1,hip-hop
Qing Yi Shi,Leon Lai,0.565667,0.788806,225.27955,0.166,0.32841,0,0.32841,3.077,0.845769,11,0.682,-86.77836,-6.205,0,0.449,219.852,0.129,0.08598,127.006,1,4,rock
